uri;us_presidents;p_age;p_gender;p_education;p_country;p_id
http://dbpedia.org/resource/Bill_Clinton;billclinton;33;Female;Master's degree;Iran;104
http://dbpedia.org/resource/George_W._Bush;georgew.bush;33;Female;Master's degree;Iran;104
http://dbpedia.org/resource/Barack_Obama;barackobama;33;Female;Master's degree;Iran;104
http://dbpedia.org/resource/Franklin_D._Roosevelt;roosevelt;59;Male;Doctorate (e.g. PhD);Germany;105
http://dbpedia.org/resource/Barack_Obama;obama;59;Male;Doctorate (e.g. PhD);Germany;105
http://dbpedia.org/resource/George_W._Bush;georgew.bush;59;Male;Doctorate (e.g. PhD);Germany;105
http://dbpedia.org/resource/Joe_Biden;joebiden;47;Female;Doctorate (e.g. PhD);Germany;106
http://dbpedia.org/resource/Donald_Trump;donaldtrump;47;Female;Doctorate (e.g. PhD);Germany;106
http://dbpedia.org/resource/George_Washington;georgewashington;47;Female;Doctorate (e.g. PhD);Germany;106
http://dbpedia.org/resource/Joe_Biden;joebiden;50;Female;Doctorate (e.g. PhD);Germany;107
http://dbpedia.org/resource/Barack_Obama;barakobama;50;Female;Doctorate (e.g. PhD);Germany;107
http://dbpedia.org/resource/Donald_Trump;donaldtrump;50;Female;Doctorate (e.g. PhD);Germany;107
http://dbpedia.org/resource/Joe_Biden;joebiden;45;Female;Doctorate (e.g. PhD);Germany;108
http://dbpedia.org/resource/Abraham_Lincoln;abrahamlincoln;45;Female;Doctorate (e.g. PhD);Germany;108
http://dbpedia.org/resource/Barack_Obama;barackobama;45;Female;Doctorate (e.g. PhD);Germany;108
